API Start,API Dur,Queue Start,Queue Dur,Kernel Start,Kernel Dur,Total Dur,PID,TID,DevId,API Function,GridXYZ,BlockXYZ,Kernel Name
2.02105s,1.833 μs,2.02106s,128.497 ms,2.14955s,360.193 μs,128.859 ms,235544,235544,0,cudaLaunchKernel,12544 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.02108s,1.795 μs,2.02108s,128.834 ms,2.14991s,784.418 μs,129.620 ms,235544,235544,0,cudaLaunchKernel,8  256    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.02108s,1.305 μs,2.02108s,129.617 ms,2.1507s,92.257 μs,129.711 ms,235544,235544,0,cudaLaunchKernel,8   32    1,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.02108s,2.786 μs,2.02109s,129.705 ms,2.15079s,6.205 ms,135.912 ms,235544,235544,0,cudaLaunchKernel,64    2   36,0256 1 1,volta_sgemm_32x128_nn
2.02109s,1.439 μs,2.02109s,135.908 ms,2.157s,698.305 μs,136.608 ms,235544,235544,0,cudaLaunchKernel,8  256    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.0211s,1.716 μs,2.0211s,136.597 ms,2.15769s,1.728 μs,136.600 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.02112s,1.665 μs,2.02113s,136.571 ms,2.1577s,590.498 μs,137.163 ms,235544,235544,0,cudaLaunchKernel,0256 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.02113s,1.698 μs,2.02113s,137.154 ms,2.15829s,360.417 μs,137.517 ms,235544,235544,0,cudaLaunchKernel,12544 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.02115s,1.593 μs,2.02115s,137.499 ms,2.15865s,785.826 μs,138.287 ms,235544,235544,0,cudaLaunchKernel,8  256    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.02115s,1.379 μs,2.02115s,138.284 ms,2.15944s,91.968 μs,138.378 ms,235544,235544,0,cudaLaunchKernel,8   32    1,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.02115s,1.392 μs,2.02115s,138.374 ms,2.15953s,6.204 ms,144.580 ms,235544,235544,0,cudaLaunchKernel,64    2   36,0256 1 1,volta_sgemm_32x128_nn
2.02115s,1.204 μs,2.02116s,144.578 ms,2.16573s,697.378 μs,145.276 ms,235544,235544,0,cudaLaunchKernel,8  256    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.02116s,1.558 μs,2.02116s,145.267 ms,2.16643s,1.792 μs,145.270 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.02119s,1.639 μs,2.02119s,145.245 ms,2.16643s,587.201 μs,145.833 ms,235544,235544,0,cudaLaunchKernel,0256 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.02119s,1.481 μs,2.02119s,145.827 ms,2.16702s,527.842 μs,146.356 ms,235544,235544,0,cudaLaunchKernel,12544 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
2.0212s,1.557 μs,2.0212s,146.351 ms,2.16755s,360.865 μs,146.713 ms,235544,235544,0,cudaLaunchKernel,12544 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.02152s,3.842 μs,2.02152s,146.392 ms,2.16791s,2.016 μs,146.397 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.02152s,1.802 μs,2.02152s,146.391 ms,2.16791s,5.378 ms,151.771 ms,235544,235544,0,cudaLaunchKernel,49    4    1,0256 1 1,_5x_cudnn_volta_scudnn_128x128_relu_small_nn_v1
2.02154s,1.855 μs,2.02154s,151.750 ms,2.17329s,1.856 μs,151.754 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.0216s,2.432 μs,2.0216s,151.700 ms,2.1733s,221.889 μs,151.924 ms,235544,235544,0,cudaLaunchKernel,0512 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnn::bn_fw_tr_1C11_args<T1>)"
2.02161s,1.921 μs,2.02161s,151.910 ms,2.17352s,180.128 μs,152.092 ms,235544,235544,0,cudaLaunchKernel,6272 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.02194s,3.665 μs,2.02194s,151.763 ms,2.1737s,438.369 μs,152.205 ms,235544,235544,0,cudaLaunchKernel,8  512    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.02194s,1.423 μs,2.02194s,152.200 ms,2.17414s,388.352 μs,152.590 ms,235544,235544,0,cudaLaunchKernel,16   64    1,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.02194s,1.716 μs,2.02195s,152.584 ms,2.17453s,6.003 ms,158.589 ms,235544,235544,0,cudaLaunchKernel,16    4   36,0256 1 1,volta_sgemm_32x128_nn
2.02195s,1.345 μs,2.02195s,158.586 ms,2.18053s,349.377 μs,158.937 ms,235544,235544,0,cudaLaunchKernel,8  512    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.02197s,3.428 μs,2.02197s,158.909 ms,2.18088s,1.760 μs,158.914 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.02201s,2.099 μs,2.02201s,158.876 ms,2.18089s,224.353 μs,159.103 ms,235544,235544,0,cudaLaunchKernel,0512 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnn::bn_fw_tr_1C11_args<T1>)"
2.02226s,2.996 μs,2.02226s,158.846 ms,2.18111s,1.921 μs,158.851 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.02227s,2.061 μs,2.02227s,158.845 ms,2.18111s,884.963 μs,159.732 ms,235544,235544,0,cudaLaunchKernel,49    4    1,0256 1 1,_5x_cudnn_volta_scudnn_128x128_relu_small_nn_v1
2.02228s,1.890 μs,2.02229s,159.713 ms,2.182s,1.728 μs,159.716 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.02232s,1.793 μs,2.02232s,159.684 ms,2.182s,217.376 μs,159.903 ms,235544,235544,0,cudaLaunchKernel,0512 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnn::bn_fw_tr_1C11_args<T1>)"
2.02232s,3.007 μs,2.02233s,159.893 ms,2.18222s,263.969 μs,160.160 ms,235544,235544,0,cudaLaunchKernel,6272 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
2.02233s,1.993 μs,2.02233s,160.149 ms,2.18248s,180.544 μs,160.332 ms,235544,235544,0,cudaLaunchKernel,6272 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.02235s,1.675 μs,2.02235s,160.310 ms,2.18266s,439.073 μs,160.751 ms,235544,235544,0,cudaLaunchKernel,8  512    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.02235s,1.388 μs,2.02236s,160.748 ms,2.1831s,386.849 μs,161.136 ms,235544,235544,0,cudaLaunchKernel,16   64    1,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.02236s,1.546 μs,2.02236s,161.132 ms,2.18349s,6.007 ms,167.140 ms,235544,235544,0,cudaLaunchKernel,16    4   36,0256 1 1,volta_sgemm_32x128_nn
2.02236s,1.652 μs,2.02236s,167.137 ms,2.1895s,349.185 μs,167.488 ms,235544,235544,0,cudaLaunchKernel,8  512    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.02237s,1.546 μs,2.02237s,167.475 ms,2.18985s,1.728 μs,167.479 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.0224s,1.590 μs,2.0224s,167.452 ms,2.18985s,224.832 μs,167.678 ms,235544,235544,0,cudaLaunchKernel,0512 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnn::bn_fw_tr_1C11_args<T1>)"
2.0224s,1.787 μs,2.02241s,167.670 ms,2.19008s,180.385 μs,167.852 ms,235544,235544,0,cudaLaunchKernel,6272 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.02242s,1.457 μs,2.02242s,167.835 ms,2.19026s,438.817 μs,168.276 ms,235544,235544,0,cudaLaunchKernel,8  512    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.02242s,1.278 μs,2.02242s,168.273 ms,2.1907s,387.105 μs,168.662 ms,235544,235544,0,cudaLaunchKernel,16   64    1,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.02242s,1.235 μs,2.02243s,168.659 ms,2.19108s,6.172 ms,174.832 ms,235544,235544,0,cudaLaunchKernel,16    4   36,0256 1 1,volta_sgemm_32x128_nn
2.02243s,1.394 μs,2.02243s,174.829 ms,2.19726s,348.609 μs,175.179 ms,235544,235544,0,cudaLaunchKernel,8  512    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.02243s,2.748 μs,2.02244s,175.168 ms,2.19761s,1.824 μs,175.172 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.02246s,1.476 μs,2.02246s,175.147 ms,2.19761s,221.024 μs,175.369 ms,235544,235544,0,cudaLaunchKernel,0512 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnn::bn_fw_tr_1C11_args<T1>)"
2.02246s,1.578 μs,2.02247s,175.363 ms,2.19783s,264.097 μs,175.629 ms,235544,235544,0,cudaLaunchKernel,6272 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
2.02247s,1.772 μs,2.02247s,175.622 ms,2.19809s,180.097 μs,175.804 ms,235544,235544,0,cudaLaunchKernel,6272 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.02255s,177.212 ms,-,-,2.19976s,238.625 μs,177.449 ms,235544,235544,0,cudaLaunchKernel,4096 1 1,32   16    1,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)"
2.20242s,9.036 μs,-,-,2.20243s,9.920 μs,18.796 μs,235544,235544,0,cudaLaunchKernel,1 4 2005,0128 1 1,volta_sgemm_32x32_sliced1x4_tn
2.20243s,2.405 ms,-,-,2.20483s,2.911 μs,2.407 ms,235544,235544,0,cudaLaunchKernel,1 8 2001,32   16    1,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)1, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
2.20495s,5.085 ms,2.21004s,100 ns,2.21004s,4.256 μs,5.089 ms,235544,235544,0,cudaLaunchKernel,2 1 2001,8   64    1,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, (int)4>>(T3)"
2.22171s,14.780 μs,-,-,2.22172s,1.888 μs,15.948 μs,235544,235544,0,cudaLaunchKernel,50    1    1,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.22173s,4.297 μs,2.22173s,517 ns,2.22173s,12.121 ms,12.126 ms,235544,235544,0,cudaLaunchKernel,12544 1 1,0128 1 1,_5x_cudnn_volta_scudnn_128x64_relu_medium_nn_v1
2.22176s,5.529 μs,2.22177s,12.087 ms,2.23386s,1.696 μs,12.095 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22183s,6.718 μs,2.22184s,12.020 ms,2.23386s,10.213 ms,22.240 ms,235544,235544,0,cudaLaunchKernel,64    1    1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)512, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.22186s,3.324 μs,2.22186s,22.210 ms,2.24407s,5.810 ms,28.023 ms,235544,235544,0,cudaLaunchKernel,200704    1    1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22189s,2.988 μs,2.22189s,27.994 ms,2.24988s,5.523 ms,33.520 ms,235544,235544,0,cudaLaunchKernel,100352    1    1,0256 1 1,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, long, long, long, int, int, int, int, int, int, int, int, int, int, T1 *, long *)"
2.22192s,3.181 μs,2.22192s,33.484 ms,2.25541s,3.161 ms,36.649 ms,235544,235544,0,cudaLaunchKernel,128   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.22192s,1.885 μs,2.22192s,36.644 ms,2.25857s,7.009 μs,36.653 ms,235544,235544,0,cudaLaunchKernel,2 8 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.22195s,3.078 μs,2.22195s,36.622 ms,2.25858s,3.435 ms,40.060 ms,235544,235544,0,cudaLaunchKernel,392    1   36,64    1    1,volta_sgemm_64x64_nn
2.22195s,2.091 μs,2.22196s,40.054 ms,2.26201s,2.403 ms,42.459 ms,235544,235544,0,cudaLaunchKernel,128   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.22197s,2.006 μs,2.22197s,42.444 ms,2.26441s,1.696 μs,42.448 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22199s,2.457 μs,2.222s,42.420 ms,2.26442s,2.379 ms,44.801 ms,235544,235544,0,cudaLaunchKernel,64    1    1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)128, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.222s,1.760 μs,2.22201s,44.791 ms,2.2668s,1.450 ms,46.242 ms,235544,235544,0,cudaLaunchKernel,50176 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22202s,3.571 μs,2.22202s,46.223 ms,2.26825s,3.150 ms,49.377 ms,235544,235544,0,cudaLaunchKernel,128   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.22202s,1.476 μs,2.22202s,49.372 ms,2.2714s,6.784 μs,49.380 ms,235544,235544,0,cudaLaunchKernel,2 8 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.22203s,1.314 μs,2.22203s,49.377 ms,2.2714s,3.456 ms,52.834 ms,235544,235544,0,cudaLaunchKernel,392    1   36,64    1    1,volta_sgemm_64x64_nn
2.22203s,1.331 μs,2.22203s,52.831 ms,2.27486s,2.405 ms,55.238 ms,235544,235544,0,cudaLaunchKernel,128   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.22204s,1.841 μs,2.22204s,55.227 ms,2.27727s,1.600 μs,55.231 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22206s,1.684 μs,2.22206s,55.210 ms,2.27727s,2.369 ms,57.580 ms,235544,235544,0,cudaLaunchKernel,64    1    1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)128, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.22207s,2.197 μs,2.22207s,57.569 ms,2.27964s,2.119 ms,59.690 ms,235544,235544,0,cudaLaunchKernel,50176 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
2.22207s,1.623 μs,2.22207s,59.682 ms,2.28176s,1.449 ms,61.133 ms,235544,235544,0,cudaLaunchKernel,50176 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22209s,1.929 μs,2.22209s,61.118 ms,2.28321s,3.165 ms,64.285 ms,235544,235544,0,cudaLaunchKernel,128   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.22209s,1.286 μs,2.22209s,64.282 ms,2.28637s,6.912 μs,64.290 ms,235544,235544,0,cudaLaunchKernel,2 8 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.22209s,1.302 μs,2.22209s,64.287 ms,2.28638s,3.441 ms,67.730 ms,235544,235544,0,cudaLaunchKernel,392    1   36,64    1    1,volta_sgemm_64x64_nn
2.22209s,1.451 μs,2.22209s,67.727 ms,2.28982s,2.400 ms,70.129 ms,235544,235544,0,cudaLaunchKernel,128   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.2221s,1.496 μs,2.2221s,70.118 ms,2.29222s,1.728 μs,70.122 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22212s,1.561 μs,2.22212s,70.101 ms,2.29222s,2.373 ms,72.476 ms,235544,235544,0,cudaLaunchKernel,64    1    1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)128, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
